left_product,left_manufacturer,left_price,left_description,right_product,right_manufacturer,right_price,right_description,match
Tripé De Iluminação Até 2 Metros De Altura Para Equipamentos Fotográficos E De Iluminação,Lexansou,99.9,"O tripé de iluminação possui 3 seções e é fabricado de alumínio anodizado em preto, com rosca fina ¼” (universal) para iluminadores, softboxes (hazes), flashes de estúdio e sombrinhas com adaptador para tripé. As seções do tripé são traváveis por rosca tipo borboleta. Especialmente projetado para estúdios fotográficos, também pode ser usado como tripé grua.",Tripé De Iluminação 2 Metros Para Foto E Iluminação,Lexansou,56.4,"O tripé de iluminação possui 3 seções e é fabricado de alumínio anodizado em preto, com rosca fina ¼” (universal) para iluminadores, softboxes (hazes), flashes de estúdio e sombrinhas com adaptador para tripé. As seções do tripé são traváveis por rosca tipo borboleta. Especialmente projetado para estúdios fotográficos, também pode ser usado como tripé grua.",1
Case Para Iphone 14 Plus Preta Krystal 1kase,1kase,169.99,case krystal - a mais alta qualidade de tecnologia dos produtos 1kase agora compatível com essa fantástica tecnologia magsafe presente nos iphones gostou? Ficou com alguma dúvida? não deixe de entrar em contato conosco.,Case Para Iphone 14 Com Magsafe Krystal 1kase,1kase,199.99,case krystal - a mais alta qualidade de tecnologia dos produtos 1kase agora compatível com essa fantástica tecnologia magsafe presente nos iphones gostou? Ficou com alguma dúvida? não deixe de entrar em contato conosco.compativel ,1
"Carregador de Tomada com Cabo USB, Power Para Samsung Galaxy Tab 7.0 Gt-p3100 Gt-n8000 Gt-p6210, Preto",Power,99.0,"Carregador de parede Samsung Galaxy TAB é perfeito para carregar seu Galaxy Tab em qualquer lugar. Bi-volt automático, basta ligar na tomada e conectar em seu Tablet sem se preocupar com a rede elétrica local. Acompanha cabo de dados USB no qual você pode transferir dados para seu computador ou carregar via USB. Carregador Compatível.","Carregador de Tomada, com Cabo USB, Power Para Samsung Galaxy Tab Gt-p7500 Gt-p6200, Preto",Power,99.99,"Carregador + Cabo para Samsung Galaxy tab Gt-p7500 Gt-p6200 Fonte Carregador Cabo Para Tablet Samsung GalaxyCarregador de parede Samsung Galaxy TAB é perfeito para carregar seu Galaxy Tab em qualquer lugar. Bi-volt automático, basta ligar na tomada e conectar em seu Tablet sem se preocupar com a rede elétrica local. Acompanha cabo de dados USB no qual você pode transferir dados para seu computador ou carregar via USB. Carregador Compatível ao Original.",1
Carregador 4 Em 1 Com4 Portas Usb Oex Cg400 - Cabo 1.2 M,Oex,102.9,"Carregador pratico e funcional, proporciona carregamento simultâneo de 4 cargas, conexão para cabo de energia tipo 8 e tecnologia SMART-IC reconhecimento de voltagem para cada dispositivo.",Controle Legende Gd-200 Sem Fio Oex - Preto,Oex,225.19,"ontrole Legend GD-200 sem fio OEX - Preto A diversão esta garantida com o Gamepad Bluetooth - GD200 - Legend - Preto da OEX. Sua conexão é via bluetooth com frequência de 2.4Ghz. Controle sem fio para Android e PC com acabamento emborrachado e bateria de lítio recarregável via USB. Vem com um suporte acoplado ao gamepad com ajuste de posição e altura, suportando smartphones de 6,2´´. Possui o sistema de Smart Vibration e função Turbo, além de ter os botões Home, A, B, X e Y com iluminação com quatro botões funcionais que são L1, L2, R1 E R2.",0
"Suporte Veicular para Smartphones Tomate Mtg-066, preto",Tomate,63.48,"suporte veicular com carregador wireless tomate mtg-066suporte e carregador wireless com travamento gravitacional para smartphones samsung, iphone, motorola, lg, xiaomi, nokia, huwaei, entre outros.o suporte pode ser fixado no painel do veiculo, é prático, fácil de usar e conserva por muito mais tempo os conectores do seu smartphone.- possui entradas micro usb e type-c- carregador wireless acoplado- fixador por clipe na saída do ar","Suporte Veicular para Smartphones Tomate Mtg-066, preto",Tomate,63.48,"suporte veicular com carregador wireless tomate mtg-066suporte e carregador wireless com travamento gravitacional para smartphones samsung, iphone, motorola, lg, xiaomi, nokia, huwaei, entre outros.o suporte pode ser fixado no painel do veiculo, é prático, fácil de usar e conserva por muito mais tempo os conectores do seu smartphone.- possui entradas micro usb e type-c- carregador wireless acoplado- fixador por clipe na saída do ar",1
"Fone de Ouvido Bluetooth Sennheiser Cx Plus True Wireless com Cancelamento de Ruído Ativo, intra-auricular, IPX4, Controles personalizáveis e 24 horas de duração da bateria, Preto",Sennheiser,2033.91,"Obtenha a melhor experiência de áudio durante todo o dia com a mais recente obra-prima de tecnologia da Sennheiser: os novos fones de ouvido CX Plus True Wireless. Projetado para o máximo conforto com seu design ergonômico e controles intuitivos. Com Cancelamento Ativo de Ruído e Audição Transparente para dar a você a opção de bloquear o ambiente ao seu redor ou permanecer em contato. Enquanto desfruta de áudio de primeira classe com som cristalino e graves profundos, você pode simplesmente ajustar ao seu gosto","Fone de Ouvido Bluetooth Cx Plus True Wireless com Cancelamento de Ruído Ativo, intra-auricular, IPX4, Controles personalizáveis e 24 horas de duração da bateria - Branco",Sennheiser,2033.91,"Obtenha a melhor experiência de áudio durante todo o dia com a mais recente obra-prima de tecnologia da Sennheiser: os novos fones de ouvido CX Plus True Wireless. Projetado para o máximo conforto com seu design ergonômico e controles intuitivos. Com Cancelamento Ativo de Ruído e Audição Transparente para dar a você a opção de bloquear o ambiente ao seu redor ou permanecer em contato. Enquanto desfruta de áudio de primeira classe com som cristalino e graves profundos, você pode simplesmente ajustar ao seu gosto",1
Controle Bluetooth Ipega Pg-9078 Gamepad Portátil Para Celular,Ípega,162.9,"Controle Ipega 9078 funciona sem fio por Bluetooth com aparelhos como Smartphone, Tablet, Computador e também via cabo Usb com Computador.Jogue seus games favoritos como se fosse em um console de verdade, transformando seu celular em um super vídeo game portátil e desfrute de um formato confortável e ergonômico que encaixa na mão, jogue seus jogos sem delay com movimentos precisos e rápidos, além de possuir os botões similares ao do controle de consoles consagrados.Suporta jogos com modo ARCADE em Android e Windows. Para uso em PCs com Windows, pode ser utilizado via Bluetooth ou com Cabo Usb, mas se faz necessário configurar o controle tanto no sistema como também na tela dos jogos (de cada jogo que for jogar).Suporta a grande maioria dos jogos, mas jogos com efeito em tela touch podem ter a compatibilidade comprometida ou não funcionar corretamente.","Controle Para Celular Ipega, Bluetooth, Joystick Gamepad - PG-9078",Ípega,159.9,"Conexão Bluetooth O Blutooth vem com longa eficaz em transmissão, podendo atingir altas distâncias de conexão, velocidade máxima de transmissão e desempenho maixmo para seus jogos. Sua conexão Bluetooth tem distância de transmissão de até 8 M sem barreiras. Função analógica Botões L2/R2 função Analógica e design que facilitam a utilização sem erros. Design ergonomico 360 graus de alta sensibilidade e precisão. Com anti-slip textura, evitando escorregões por ter as bases de segurança emborrachadas. Suporte para celular Suporta aparelho de 4 a 5.5 de polegada de tamanho. Angulo pode ser ajustado livremente, jogar a qualquer momento e em qualquer lugar. Velocidade Botões de alta sensibilidade Botões superior e inferior com alta velocidade de resposta. Não importa quantos cliques ou a combinação de botões, o controle pode responder rapidamente.",1
Smartphone Nokia C01 32GB NK041 + Balança com Bioimpedância Multilaser,KIT,,"Kit Smartphone Nokia C01 32GB NK041 + Balança com Bioimpedância Multilaser    Smartphone Nokia C01 Plus 32gb 1gb Ram Câmera 5mp Nk041 Roxo    Faça cada momento valer a pena, com seu Nokia C01 Plus! Design elegante com a qualidade Nokia, selfies perfeitas com câmera dupla. Utilize o recurso de desbloqueio fácil para sua segurança e curta os momentos especiais do seu dia a dia.    Características Técnicas:    Conexões: 4G, Wi-fi, Bluetooth  Sistema Operacional: Android 11  Memória RAM: 1GB  Memória Interna: 32GB  Tipo de Cabo: Micro USB  Dual Chip: Sim  Câmera Frontal: 5MP  Câmera Traseira: 5MP  Conteúdo da Embalagem: 1 Smartphone, fone de ouvido, carregador, manual de instruções e case protetora.  Peso do produto: 330.00g  Bateria: 3.000 mAh  Tela Capacitiva: 5.45 HD  Slot De Memória Suporte a cartão de memória até 128GB  Marca: Nokia  Cor Principal: Roxo    Balança com Bioimpedância - Com Handle - BioHealth Pro - Multilaser Saúde - HC060    A Balança Digital com bioimpedância BioHealth PRO da linha Multilaser Saúde é ideal para quem quer conhecer a composição do seu corpo.    Através dos oito sensores de bioimpedância é possível consultar 13 índices diferentes e identificar em qual região do corpo se concentram sua gordura corporal e massa muscular. A partir deles fica mais simples identificar excessos ou carências em seu corpo.    Conexão Bluetooth via Smartphone;   Desligamento automático;   Pesagem máxima: 180 kg;   Funcionamento: 4 pilhas AAA;   1 Ano de garantia.     Imagens meramente ilustrativas.",Combo Smartphone G Max 2 128gb Preto e Power Bank 10000mAh Multilaser - P9158K,KIT,,"Unindo o útil ao necessário, o combo perfeito para você estar sempre conectado, seja onde estiver!    Tenha uma experiência única com o Multilaser G Max 2 com tela de 6.5 HD+, 128GB de memória interna, câmera tripla e bateria de 4000 mAh. Conta com a Câmera Tripla do Multilaser G Max 2, utilize os recursos do aparelho, altere o plano de fundo e edite suas fotos com praticidade.  Tenha espaço para salvar fotos, vídeos, jogos e suas séries prediletas na palma da sua mão. Aproveite todas as funções sem travamentos com o Processador Octa Core e Memória RAM de 4GB do aparelho. Com os novos recursos do Android 11, podendo adicionar atalhos e customizar seu aparelho do jeito que quiser! Mais praticidade e segurança na palma da sua mão, desbloqueie o aparelho rapidamente através do Sensor de Digitais e Reconhecimento Facial.    Power Bank 10000MAH, carga extra para você, onde quiser. Tenha sempre com você uma carga extra para seus dispositivos, mantendo-se conectado e sempre em movimento. Desenvolvido com carregamento rápido, 2 vezes a carga máxima do seu smartphone. Feito para ser durável e compacto, possui acabamento resistente e cabe no seu bolso, devido a sua tecnologia de polímero, te proporcionando garantia de leveza e segurança.    Imagens meramente ilustrativas.",0
"Smartwatch Booglee W26 Bluetooth, Rosa",Booglee,189.9,"Smartwatch Booglee W26 Bluetooth, Rosa","Smartwatch Booglee D20, Bluetooth, Android IOS Inteligente - Preto",Booglee,34.9,"Com o Relógio inteligente você tem controle total sobre sua saúde, além de um design lindo e muito confortável. E ainda recebe notificações de redes sociais para agilizar e facilitar sua vida.",0
Capa Targus Slim Laser Para Iphone 5/5s/se Preta Tfd031us,Targus,69.9,A capa Slim Laser proporciona uma ótima maneira de transportar e proteger o seu iPhone. Design de forma ajustável projetado para encaixar facilmente no seu iPhone mantendo sem arranhões e livre de poeira.- Fornece o seu iPhone plena funcionalidade- Acesso fácil as portas e conectores,Capa Targus Slim Laser Para Iphone 5/5s/se Azul Tfd03102us,Targus,69.9,A capa Slim Laser proporciona uma ótima maneira de transportar e proteger o seu iPhone. Design de forma ajustável projetado para encaixar facilmente no seu iPhone mantendo sem arranhões e livre de poeira.- Fornece o seu iPhone plena funcionalidade- Acesso fácil as portas e conectores,1
Suporte Veicular Para Smartphone Com Encaixe Na Saída De Ar - Viv-crd101,Vivitar,23.9,Suporte Veicular Para Smartphone Com Encaixe Na Saída De Ar - Viv-crd101,Suporte Veicular Para Smartphone Com Encaixe No Para-brisa - Viv-crd123,Vivitar,36.9,Suporte Veicular Para Smartphone Com Encaixe No Para-brisa - Viv-crd123,1
Gatilho Para Celular,G-fire,50.97,"Gatilhos Para Celular Universal, adaptador, Mira e Tiro, Tenha um melhor Desempenho e Ganhe muito mais partidas nos seus jogos, Alcance mais Medalhas em seus Games. Compatível Com todos os tipos de celulares, Desde os antigos até os mais Novos do Mercado, Ideal para Jogos de tiro que Permitem o Ajuste dos controles, para Adequar ao posicionamento dos Gatilhos. (botões L1 – R1 ou L2 – R2) Portátil, e Ainda acompanha uma caixinha para guardá-los, de fácil Transporte, Seja no Bolso, Mochila, bolsa e Super Discreto, Pronto para Você jogar sua Partida a Qualquer Momento, Nas Horas Livres, Como Na fila de um Banco Compatível com Jogos como; PUBG Mobile, FreeFire, Survivor Royale, Rulles of Survival, e Muito Mais games que Suportam a personalização de botões na tela. Feito de Materiais Resistente de Plástico Transparente e Haste de Metal Para Melhor Precisão e Durabilidade",Gatilho Para Celular,G-fire,50.97,"Gatilhos Para Celular Universal, adaptador, Mira e Tiro, Tenha um melhor Desempenho e Ganhe muito mais partidas nos seus jogos, Alcance mais Medalhas em seus Games. Compatível Com todos os tipos de celulares, Desde os antigos até os mais Novos do Mercado, Ideal para Jogos de tiro que Permitem o Ajuste dos controles, para Adequar ao posicionamento dos Gatilhos. (botões L1 – R1 ou L2 – R2) Portátil, e Ainda acompanha uma caixinha para guardá-los, de fácil Transporte, Seja no Bolso, Mochila, bolsa e Super Discreto, Pronto para Você jogar sua Partida a Qualquer Momento, Nas Horas Livres, Como Na fila de um Banco Compatível com Jogos como; PUBG Mobile, FreeFire, Survivor Royale, Rulles of Survival, e Muito Mais games que Suportam a personalização de botões na tela. Feito de Materiais Resistente de Plástico Transparente e Haste de Metal Para Melhor Precisão e Durabilidade",1
